work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2020,Data Scientist,Data Science,INR,120947,1632.7845,CN,EN,FL,Remote,IN,L
2022,Data Scientist,Data Science,GBP,61152,75216.95999999999,DE,MI,CT,In-person,UK,M
2020,Data Scientist,Data Science,us dolars,133870,133870.0,UK,SE,PT,In-person,CN,L
2022,Statistician,Analysis ,EUR,60737,64988.590000000004,JP,MI,FT,In-person,DE,S
2021,Data Engineer,Data Engineer,EUR,84325,102876.5,JP,SE,CT,Remote,DE,S
2020,Deep Learning,DL/AI,INR,199839,2697.8265,IN,EN,CT,In-person,IN,L
2022,AI Engineer,CV/AI,JPY,163074,1402.4364,JP,EN,CT,In-person,JP,M
2022,Data Engineer,Data Engineer,us dolars,112159,112159.0,US,SE,PT,Remote,MX,S
2021,Data Engineer,Data Engineer,us dolars,146632,146632.0,UK,SE,PT,In-person,MX,S
2020,Deep Learning,DL/AI,GBP,85713,111426.90000000001,IN,SE,PT,In-person,UK,M
2020,Data Analyst,Analysis,GBP,71815,93359.5,US,MI,FT,In-person,UK,L
2020,Data Scientist,Data Science,JPY,117787,1107.1978000000001,DE,EN,PT,Remote,JP,S
2021,Data Scientist,Data Science,JPY,108243,985.0113,MX,EN,CT,Hybrid,JP,M
2020,Machine Learning,ML/AI,us dolars,52743,52743.0,US,MI,FL,In-person,MX,S
2021,Data Engineer,Data Engineer,INR,86739,1162.3026,IN,EN,FT,In-person,IN,L
2021,Data Analyst,Analysis,us dolars,149492,149492.0,JP,SE,FT,Hybrid,MX,L
2021,Machine Learning,ML/AI,INR,128156,1717.2904,UK,EN,FT,Hybrid,IN,S
2022,Data Scientist,Data Science,us dolars,160275,160275.0,MX,EX,CT,Hybrid,CN,S
2020,Statistician,Analysis ,EUR,60339,71200.01999999999,IN,MI,PT,Hybrid,DE,S
2020,Data Engineer,Data Engineer,EUR,64121,75662.78,US,MI,CT,Remote,DE,S
2021,Statistician,Analysis ,JPY,144132,1311.6012,MX,EN,FL,Remote,JP,S
2021,AI Engineer,CV/AI,us dolars,71446,71446.0,US,MI,PT,In-person,US,M
2020,Data Scientist,Data Science,us dolars,156530,156530.0,IN,EX,FL,Hybrid,US,S
2021,Data Analyst,Analysis,us dolars,181770,181770.0,MX,EX,FT,Remote,US,M
2020,Statistician,Analysis ,GBP,126342,164244.6,CN,EX,FT,In-person,UK,S
2022,Data Analyst,Analysis,INR,113404,1417.5500000000002,CN,EN,CT,Hybrid,IN,M
2021,Data Scientist,Data Science,JPY,77918,709.0538,IN,EN,PT,In-person,JP,L
2020,Statistician,Analysis ,EUR,126666,149465.88,CN,SE,FT,Hybrid,DE,S
2021,Data Analyst,Analysis,us dolars,36125,36125.0,IN,EN,CT,Hybrid,US,S
2020,Data Analyst,Analysis,EUR,157422,185757.96,JP,EX,FL,Hybrid,DE,L
2020,Statistician,Analysis ,INR,59046,797.121,MX,EN,CT,Hybrid,IN,M
2021,Data Scientist,Data Science,us dolars,152618,152618.0,IN,EX,PT,In-person,CN,L
2022,Data Analyst,Analysis,us dolars,40114,40114.0,DE,EN,PT,Hybrid,CN,L
2020,Deep Learning,DL/AI,JPY,30637,287.9878,UK,EN,PT,Hybrid,JP,M
2020,Statistician,Analysis ,us dolars,68634,68634.0,UK,MI,FT,Remote,US,M
2020,Data Engineer,Data Engineer,us dolars,118713,118713.0,DE,SE,CT,Hybrid,US,S
2022,Data Engineer,Data Engineer,us dolars,65776,65776.0,US,MI,FL,Hybrid,CN,S
2022,Data Scientist,Data Science,JPY,184672,1588.1792,US,EN,PT,Hybrid,JP,S
2021,Deep Learning,DL/AI,EUR,56809,69306.98,US,MI,CT,Hybrid,DE,L
2022,Data Analyst,Analysis,INR,184828,2310.35,MX,EN,FT,Hybrid,IN,M
2021,Data Engineer,Data Engineer,us dolars,68368,68368.0,US,MI,FL,Hybrid,CN,M
2021,Data Scientist,Data Science,us dolars,107185,107185.0,JP,SE,FL,In-person,CN,S
2022,AI Engineer,CV/AI,INR,157169,1964.6125000000002,DE,EN,FL,In-person,IN,L
2021,AI Engineer,CV/AI,INR,172952,2317.5568000000003,UK,EN,FT,Hybrid,IN,L
2022,Data Scientist,Data Science,us dolars,146193,146193.0,DE,SE,PT,In-person,CN,M
2021,Data Scientist,Data Science,EUR,117762,143669.63999999998,UK,SE,FT,Remote,DE,M
2022,Data Analyst,Analysis,EUR,136745,146317.15,US,SE,FL,Remote,DE,M
2022,Data Scientist,Data Science,us dolars,95316,95316.0,JP,MI,CT,Hybrid,US,M
2021,Data Analyst,Analysis,EUR,100856,123044.31999999999,IN,SE,FL,Hybrid,DE,S
2020,Data Analyst,Analysis,GBP,169799,220738.7,IN,EX,CT,In-person,UK,S
2021,Statistician,Analysis ,JPY,69211,629.8201,CN,EN,FT,Remote,JP,M
2022,Machine Learning,ML/AI,EUR,115469,123551.83,US,SE,FT,Hybrid,DE,M
2020,Machine Learning,ML/AI,INR,108930,1470.555,US,EN,FT,Remote,IN,M
2021,Machine Learning,ML/AI,EUR,71417,87128.74,DE,MI,CT,In-person,DE,L
2021,Statistician,Analysis ,us dolars,192509,192509.0,JP,EX,FT,Hybrid,US,S
2021,Data Analyst,Analysis,us dolars,50519,50519.0,JP,MI,PT,Hybrid,MX,L
2020,Data Analyst,Analysis,JPY,37983,357.0402,DE,EN,FL,Hybrid,JP,S
2022,Data Scientist,Data Science,JPY,74656,642.0416,JP,EN,PT,In-person,JP,L
2021,Statistician,Analysis ,INR,35635,477.509,MX,EN,CT,In-person,IN,M
2021,Data Scientist,Data Science,JPY,132373,1204.5943,MX,EN,FT,Remote,JP,M
2021,Statistician,Analysis ,GBP,134555,185685.9,JP,EX,FL,Remote,UK,S
2021,Data Scientist,Data Science,JPY,139883,1272.9353,MX,EN,FT,Hybrid,JP,L
2021,Data Engineer,Data Engineer,us dolars,180694,180694.0,IN,EX,FT,In-person,CN,S
2022,AI Engineer,CV/AI,INR,104975,1312.1875,JP,EN,FL,In-person,IN,L
2022,Deep Learning,DL/AI,JPY,123445,1061.627,MX,EN,FL,Hybrid,JP,M
2021,Data Analyst,Analysis,EUR,90666,110612.52,US,SE,PT,In-person,DE,S
2020,Data Engineer,Data Engineer,us dolars,130877,130877.0,IN,SE,PT,Hybrid,US,S
2022,Machine Learning,ML/AI,us dolars,86005,86005.0,US,MI,PT,Hybrid,CN,M
2020,Data Analyst,Analysis,us dolars,137725,137725.0,US,SE,PT,In-person,CN,M
2022,Data Engineer,Data Engineer,EUR,172475,184548.25,MX,EX,PT,In-person,DE,M
2021,Deep Learning,DL/AI,us dolars,90477,90477.0,MX,MI,CT,In-person,MX,M
2022,Data Scientist,Data Science,us dolars,130405,130405.0,DE,SE,CT,In-person,CN,M
2021,Statistician,Analysis ,GBP,95035,131148.3,CN,SE,FT,Remote,UK,M
2022,Data Engineer,Data Engineer,GBP,193975,238589.25,JP,EX,FT,Hybrid,UK,L
2021,Data Analyst,Analysis,us dolars,168383,168383.0,JP,EX,PT,Hybrid,US,L
2021,Data Engineer,Data Engineer,us dolars,127561,127561.0,JP,SE,FT,Hybrid,US,S
2021,Data Analyst,Analysis,us dolars,50615,50615.0,JP,MI,CT,Hybrid,US,L
2021,Data Engineer,Data Engineer,us dolars,86808,86808.0,MX,MI,CT,Remote,US,S
2020,Data Analyst,Analysis,JPY,63580,597.652,IN,EN,FT,In-person,JP,L
2021,AI Engineer,CV/AI,us dolars,153731,153731.0,UK,EX,PT,In-person,CN,L
2020,Data Scientist,Data Science,EUR,121856,143790.08,US,SE,CT,In-person,DE,M
2020,Deep Learning,DL/AI,GBP,72898,94767.40000000001,CN,MI,FL,Hybrid,UK,L
2021,Data Scientist,Data Science,JPY,185024,1683.7184,CN,EN,FL,Remote,JP,L
2020,AI Engineer,CV/AI,us dolars,112790,112790.0,UK,SE,FT,Remote,US,L
2022,AI Engineer,CV/AI,INR,45227,565.3375,UK,EN,PT,In-person,IN,M
2021,Data Engineer,Data Engineer,INR,174832,2342.7488000000003,UK,EN,FT,Hybrid,IN,M
2020,Statistician,Analysis ,EUR,38826,45814.68,MX,EN,PT,In-person,DE,L
2021,Data Analyst,Analysis,GBP,128972,177981.36,IN,EX,PT,Hybrid,UK,S
2021,Data Analyst,Analysis,us dolars,113213,113213.0,UK,SE,FL,In-person,MX,L
2021,Data Analyst,Analysis,GBP,169745,234248.09999999998,IN,EX,CT,In-person,UK,M
2020,Data Scientist,Data Science,EUR,123402,145614.36,MX,SE,CT,Remote,DE,M
2022,Data Analyst,Analysis,us dolars,66158,66158.0,DE,MI,FT,Hybrid,MX,S
2022,Data Analyst,Analysis,us dolars,45904,45904.0,DE,EN,FT,Remote,US,M
2020,Data Engineer,Data Engineer,us dolars,155212,155212.0,CN,EX,PT,Remote,US,M
2021,AI Engineer,CV/AI,us dolars,176468,176468.0,DE,EX,CT,In-person,CN,L
2020,Data Analyst,Analysis,GBP,117469,152709.7,IN,EX,PT,Hybrid,UK,S
2020,Statistician,Analysis ,GBP,84039,109250.7,IN,SE,FL,Hybrid,UK,M
2020,Data Analyst,Analysis,GBP,34334,44634.200000000004,US,EN,FL,In-person,UK,M
2021,Data Scientist,Data Science,us dolars,126996,126996.0,UK,SE,PT,In-person,MX,S
2020,Data Scientist,Data Science,us dolars,57268,57268.0,JP,MI,PT,In-person,US,L
2021,Data Scientist,Data Science,INR,94636,1268.1224,JP,EN,PT,Hybrid,IN,S
2020,Data Analyst,Analysis,EUR,52068,61440.24,UK,MI,PT,In-person,DE,L
2022,Data Engineer,Data Engineer,EUR,189319,202571.33000000002,JP,EX,PT,In-person,DE,S
2020,Statistician,Analysis ,JPY,95121,894.1374000000001,JP,EN,FL,In-person,JP,L
2020,Data Analyst,Analysis,JPY,153761,1445.3534,MX,EN,FL,In-person,JP,S
2022,Data Engineer,Data Engineer,INR,46285,578.5625,JP,EN,FL,In-person,IN,M
2021,Data Engineer,Data Engineer,GBP,130539,180143.81999999998,CN,EX,FT,Hybrid,UK,M
2021,Data Analyst,Analysis,INR,54136,725.4224,IN,EN,FL,In-person,IN,L
2020,Data Analyst,Analysis,us dolars,198859,198859.0,IN,EX,CT,Hybrid,MX,L
2022,Data Engineer,Data Engineer,us dolars,54425,54425.0,IN,MI,CT,Remote,MX,S
2021,Data Engineer,Data Engineer,JPY,48961,445.54510000000005,UK,EN,PT,Remote,JP,M
2020,Data Engineer,Data Engineer,us dolars,194515,194515.0,DE,EX,FL,Hybrid,CN,M
2022,Data Analyst,Analysis,JPY,48823,419.8778,CN,EN,PT,In-person,JP,M
2021,Data Engineer,Data Engineer,EUR,105409,128598.98,CN,SE,PT,Hybrid,DE,S
2021,Data Scientist,Data Science,us dolars,101123,101123.0,JP,SE,CT,In-person,MX,S
2022,Data Analyst,Analysis,INR,134249,1678.1125000000002,US,EN,CT,In-person,IN,L
2022,Data Scientist,Data Science,us dolars,55852,55852.0,IN,MI,PT,In-person,US,S
2022,Machine Learning,ML/AI,JPY,67535,580.801,MX,EN,CT,Hybrid,JP,S
2022,Data Analyst,Analysis,EUR,37004,39594.28,CN,EN,PT,Remote,DE,S
2020,Deep Learning,DL/AI,GBP,188895,245563.5,CN,EX,PT,Hybrid,UK,M
2022,Data Engineer,Data Engineer,INR,134913,1686.4125000000001,US,EN,PT,In-person,IN,M
2021,Data Engineer,Data Engineer,JPY,84086,765.1826000000001,JP,EN,FT,In-person,JP,M
2021,Statistician,Analysis ,us dolars,37131,37131.0,CN,EN,CT,Remote,US,M
2020,Data Engineer,Data Engineer,JPY,55649,523.1006,CN,EN,CT,Hybrid,JP,S
2021,AI Engineer,CV/AI,us dolars,165171,165171.0,DE,EX,FL,Remote,US,S
2021,Data Engineer,Data Engineer,INR,192643,2581.4162,US,EN,CT,Remote,IN,S
2022,Data Analyst,Analysis,us dolars,60580,60580.0,MX,MI,FL,In-person,CN,S
2021,Data Engineer,Data Engineer,us dolars,144163,144163.0,MX,SE,PT,Remote,US,S
2020,Statistician,Analysis ,us dolars,124200,124200.0,JP,SE,FT,Hybrid,US,S
2022,Data Engineer,Data Engineer,EUR,111118,118896.26000000001,JP,SE,PT,Hybrid,DE,L
2022,AI Engineer,CV/AI,us dolars,56469,56469.0,IN,MI,PT,In-person,CN,L
2020,Machine Learning,ML/AI,INR,95179,1284.9165,DE,EN,PT,Hybrid,IN,S
2022,Data Engineer,Data Engineer,JPY,54236,466.4296,JP,EN,FL,In-person,JP,S
2022,AI Engineer,CV/AI,us dolars,186182,186182.0,DE,EX,FT,Hybrid,CN,S
2020,AI Engineer,CV/AI,GBP,53430,69459.0,IN,MI,PT,Hybrid,UK,S
2022,Statistician,Analysis ,INR,74407,930.0875000000001,MX,EN,FL,Remote,IN,L
2020,Data Analyst,Analysis,us dolars,199020,199020.0,US,EX,PT,Remote,CN,M
2020,Statistician,Analysis ,INR,113299,1529.5365,CN,EN,FT,Remote,IN,L
2021,Data Scientist,Data Science,GBP,144496,199404.47999999998,CN,EX,PT,Hybrid,UK,M
2021,Statistician,Analysis ,JPY,112565,1024.3415,UK,EN,PT,In-person,JP,M
2022,Data Engineer,Data Engineer,us dolars,199252,199252.0,UK,EX,CT,In-person,MX,S
2022,Data Analyst,Analysis,EUR,165724,177324.68000000002,UK,EX,FL,In-person,DE,L
2020,Data Engineer,Data Engineer,us dolars,102370,102370.0,CN,SE,FT,In-person,CN,L
2022,Data Scientist,Data Science,JPY,132755,1141.693,DE,EN,FL,Hybrid,JP,S
2020,Data Analyst,Analysis,GBP,157845,205198.5,UK,EX,CT,In-person,UK,S
2020,Deep Learning,DL/AI,JPY,168156,1580.6664,US,EN,PT,Hybrid,JP,M
2022,Statistician,Analysis ,INR,145052,1813.15,JP,EN,FT,Hybrid,IN,L
2020,Data Engineer,Data Engineer,EUR,163727,193197.86,DE,EX,FT,In-person,DE,S
2021,Data Scientist,Data Science,us dolars,135737,135737.0,CN,SE,FL,Remote,US,S
2022,AI Engineer,CV/AI,us dolars,166344,166344.0,US,EX,PT,Hybrid,CN,L
2021,Statistician,Analysis ,JPY,161290,1467.739,MX,EN,CT,Remote,JP,M
2022,Deep Learning,DL/AI,us dolars,126428,126428.0,CN,SE,PT,Remote,US,M
2020,Statistician,Analysis ,EUR,67471,79615.78,DE,MI,FL,In-person,DE,S
2022,Data Analyst,Analysis,us dolars,78762,78762.0,DE,MI,FT,Hybrid,MX,M
2021,Deep Learning,DL/AI,us dolars,182587,182587.0,DE,EX,FT,Hybrid,US,M
2020,AI Engineer,CV/AI,JPY,195379,1836.5626,IN,EN,PT,Remote,JP,M
2022,Deep Learning,DL/AI,GBP,179058,220241.34,JP,EX,PT,Hybrid,UK,L
2022,Data Analyst,Analysis,us dolars,114624,114624.0,UK,SE,PT,Hybrid,CN,S
2022,Data Scientist,Data Science,INR,100600,1257.5,IN,EN,PT,In-person,IN,L
2021,Statistician,Analysis ,us dolars,142092,142092.0,JP,SE,CT,In-person,MX,L
2021,Machine Learning,ML/AI,INR,148336,1987.7024000000001,CN,EN,CT,In-person,IN,M
2022,Data Analyst,Analysis,us dolars,84888,84888.0,UK,MI,CT,Hybrid,CN,S
2020,Data Scientist,Data Science,us dolars,172675,172675.0,MX,EX,CT,Remote,US,S
2020,Statistician,Analysis ,INR,98024,1323.324,IN,EN,FL,In-person,IN,S
2021,Data Analyst,Analysis,us dolars,120728,120728.0,IN,SE,FT,Remote,CN,M
2020,Statistician,Analysis ,us dolars,58897,58897.0,US,MI,FT,In-person,CN,S
2021,Machine Learning,ML/AI,INR,179874,2410.3116,MX,EN,FL,In-person,IN,S
2022,Data Scientist,Data Science,GBP,177483,218304.09,MX,EX,FL,Remote,UK,M
2021,Data Analyst,Analysis,us dolars,90399,90399.0,IN,MI,CT,In-person,US,M
2021,Data Scientist,Data Science,GBP,90692,125154.95999999999,DE,SE,PT,Remote,UK,L
2022,Deep Learning,DL/AI,GBP,173842,213825.66,CN,EX,FT,Hybrid,UK,L
2020,Data Scientist,Data Science,EUR,103513,122145.34,MX,SE,FL,Hybrid,DE,S
2021,Data Scientist,Data Science,us dolars,198501,198501.0,IN,EX,PT,Remote,US,S
2021,Data Engineer,Data Engineer,us dolars,155041,155041.0,DE,EX,CT,Remote,MX,M
2022,Data Scientist,Data Science,GBP,181409,223133.07,JP,EX,FL,Hybrid,UK,L
2020,Statistician,Analysis ,JPY,122901,1155.2694000000001,JP,EN,FT,In-person,JP,M
2021,Data Analyst,Analysis,INR,185579,2486.7586,MX,EN,FT,Hybrid,IN,S
2022,Data Engineer,Data Engineer,us dolars,89596,89596.0,DE,MI,FT,Hybrid,US,S
2021,Data Analyst,Analysis,EUR,100509,122620.98,US,SE,FL,Remote,DE,S
2022,Data Analyst,Analysis,GBP,38436,47276.28,US,EN,FT,In-person,UK,L
2020,Machine Learning,ML/AI,JPY,40086,376.8084,JP,EN,CT,In-person,JP,S
2020,Deep Learning,DL/AI,INR,121054,1634.229,CN,EN,FT,Hybrid,IN,S
2020,Data Engineer,Data Engineer,INR,180923,2442.4605,IN,EN,CT,In-person,IN,L
2020,Deep Learning,DL/AI,us dolars,69732,69732.0,MX,MI,FT,In-person,MX,S
2021,AI Engineer,CV/AI,JPY,175914,1600.8174000000001,MX,EN,CT,Hybrid,JP,L
2021,Machine Learning,ML/AI,us dolars,158928,158928.0,JP,EX,FL,In-person,US,L
2020,Data Analyst,Analysis,INR,151755,2048.6925,JP,EN,CT,In-person,IN,S
2020,Data Engineer,Data Engineer,INR,31745,428.5575,DE,EN,FL,Remote,IN,S
2020,Data Analyst,Analysis,INR,42697,576.4095,US,EN,PT,Hybrid,IN,L
2021,Statistician,Analysis ,us dolars,33879,33879.0,CN,EN,CT,In-person,CN,L
2020,Data Analyst,Analysis,GBP,179571,233442.30000000002,DE,EX,FL,Hybrid,UK,M
2020,Statistician,Analysis ,GBP,196107,254939.1,JP,EX,PT,Remote,UK,S
2020,Data Scientist,Data Science,INR,179723,2426.2605,UK,EN,FT,Remote,IN,S
2022,Data Scientist,Data Science,EUR,105224,112589.68000000001,IN,SE,PT,Remote,DE,L
2020,Statistician,Analysis ,us dolars,143369,143369.0,JP,SE,CT,In-person,CN,M
2022,Statistician,Analysis ,INR,106524,1331.5500000000002,DE,EN,PT,Remote,IN,L
2022,Data Analyst,Analysis,us dolars,119006,119006.0,UK,SE,FT,Hybrid,US,M
2020,Statistician,Analysis ,us dolars,67249,67249.0,UK,MI,PT,Remote,MX,L
2022,Data Engineer,Data Engineer,us dolars,184921,184921.0,JP,EX,CT,In-person,MX,S
2020,Data Scientist,Data Science,us dolars,59076,59076.0,CN,MI,CT,In-person,CN,L
2021,Data Scientist,Data Science,EUR,194196,236919.12,US,EX,FL,In-person,DE,S
2021,Statistician,Analysis ,us dolars,176859,176859.0,UK,EX,FT,Hybrid,US,L
2021,Machine Learning,ML/AI,JPY,83462,759.5042000000001,MX,EN,FT,Remote,JP,S
2021,Deep Learning,DL/AI,JPY,115984,1055.4544,IN,EN,PT,Remote,JP,L
2022,Statistician,Analysis ,GBP,101035,124273.05,DE,SE,FT,Hybrid,UK,M
2020,Data Engineer,Data Engineer,us dolars,33841,33841.0,DE,EN,CT,Hybrid,CN,L
2020,AI Engineer,CV/AI,GBP,74890,97357.0,DE,MI,PT,In-person,UK,L
2020,Statistician,Analysis ,GBP,157727,205045.1,MX,EX,FL,Remote,UK,M
2021,Data Engineer,Data Engineer,us dolars,55402,55402.0,JP,MI,PT,Remote,CN,L
2021,Data Engineer,Data Engineer,us dolars,141713,141713.0,DE,SE,PT,Remote,MX,L
2020,Data Analyst,Analysis,JPY,135363,1272.4122,MX,EN,FL,Remote,JP,L
2021,Data Engineer,Data Engineer,us dolars,127807,127807.0,DE,SE,PT,Hybrid,CN,S
2020,AI Engineer,CV/AI,us dolars,53237,53237.0,IN,MI,FT,Remote,US,L
2020,AI Engineer,CV/AI,EUR,161625,190717.5,MX,EX,PT,Remote,DE,S
2020,Statistician,Analysis ,GBP,174932,227411.6,US,EX,PT,Remote,UK,S
2020,Statistician,Analysis ,us dolars,120439,120439.0,CN,SE,PT,In-person,MX,S
2020,Data Engineer,Data Engineer,JPY,37045,348.223,JP,EN,CT,In-person,JP,S
2020,Data Scientist,Data Science,GBP,104916,136390.80000000002,JP,SE,CT,In-person,UK,M
2020,Data Analyst,Analysis,us dolars,86435,86435.0,DE,MI,FT,Hybrid,MX,L
2021,Data Scientist,Data Science,INR,128453,1721.2702000000002,IN,EN,FL,In-person,IN,S
2020,Data Engineer,Data Engineer,EUR,62261,73467.98,UK,MI,CT,Hybrid,DE,L
2020,Data Engineer,Data Engineer,us dolars,32853,32853.0,MX,EN,CT,Remote,US,L
2021,Data Scientist,Data Science,GBP,105664,145816.31999999998,DE,SE,FT,Remote,UK,M
2021,Data Analyst,Analysis,INR,140884,1887.8456,MX,EN,FT,Hybrid,IN,L
2021,Data Scientist,Data Science,INR,78022,1045.4948,DE,EN,FL,In-person,IN,S
2020,Statistician,Analysis ,us dolars,163808,163808.0,JP,EX,PT,Remote,MX,S
2022,AI Engineer,CV/AI,EUR,63724,68184.68000000001,JP,MI,PT,In-person,DE,M
2022,Statistician,Analysis ,JPY,41440,356.384,DE,EN,FL,Remote,JP,S
2021,Machine Learning,ML/AI,JPY,100716,916.5156000000001,JP,EN,FL,In-person,JP,S
2022,Data Engineer,Data Engineer,GBP,191356,235367.88,IN,EX,FL,In-person,UK,M
2021,Data Analyst,Analysis,GBP,136911,188937.18,UK,EX,FT,In-person,UK,M
2020,Data Scientist,Data Science,JPY,172718,1623.5492000000002,UK,EN,PT,In-person,JP,S
2022,Data Analyst,Analysis,us dolars,115694,115694.0,MX,SE,FL,Hybrid,US,M
2020,Data Scientist,Data Science,us dolars,175414,175414.0,UK,EX,FL,Hybrid,US,M
2022,Statistician,Analysis ,INR,163007,2037.5875,MX,EN,PT,Remote,IN,S
2020,Statistician,Analysis ,EUR,146189,172503.02,DE,EX,PT,In-person,DE,S
2022,Data Scientist,Data Science,us dolars,124203,124203.0,CN,SE,FT,Remote,US,M
2020,Data Analyst,Analysis,GBP,129039,167750.7,DE,EX,CT,Hybrid,UK,L
2020,Data Scientist,Data Science,us dolars,32838,32838.0,DE,EN,CT,Hybrid,MX,L
2022,Data Engineer,Data Engineer,us dolars,196402,196402.0,IN,EX,FT,In-person,US,S
2020,Statistician,Analysis ,EUR,132210,156007.8,UK,EX,FT,Remote,DE,S
2020,Data Engineer,Data Engineer,GBP,133140,173082.0,JP,EX,PT,Remote,UK,L
2020,Statistician,Analysis ,EUR,130166,153595.88,JP,EX,FT,Hybrid,DE,M
2022,Statistician,Analysis ,JPY,66994,576.1484,US,EN,FT,Remote,JP,L
2022,AI Engineer,CV/AI,EUR,60384,64610.880000000005,US,MI,FL,Hybrid,DE,L
2020,Data Engineer,Data Engineer,EUR,75378,88946.04,MX,MI,FT,In-person,DE,S
2020,Data Engineer,Data Engineer,EUR,137318,162035.24,CN,EX,FT,In-person,DE,S
2022,Deep Learning,DL/AI,GBP,193715,238269.44999999998,MX,EX,FL,Remote,UK,L
2022,Data Analyst,Analysis,EUR,177998,190457.86000000002,JP,EX,PT,In-person,DE,M
2020,Data Engineer,Data Engineer,EUR,68977,81392.86,UK,MI,PT,Remote,DE,S
2020,Data Scientist,Data Science,us dolars,53652,53652.0,MX,MI,FT,In-person,MX,L
2020,Deep Learning,DL/AI,us dolars,40270,40270.0,DE,EN,FT,Hybrid,MX,S
2021,Data Engineer,Data Engineer,us dolars,112804,112804.0,JP,SE,CT,Hybrid,CN,L
2022,Data Analyst,Analysis,us dolars,66417,66417.0,CN,MI,FL,In-person,CN,M
2021,Data Engineer,Data Engineer,us dolars,157390,157390.0,CN,EX,CT,In-person,MX,S
2022,Statistician,Analysis ,INR,86042,1075.525,JP,EN,FT,In-person,IN,M
2022,Data Scientist,Data Science,GBP,93253,114701.19,US,SE,CT,Remote,UK,L
2022,AI Engineer,CV/AI,us dolars,82723,82723.0,UK,MI,CT,Remote,CN,S
2022,Statistician,Analysis ,EUR,181389,194086.23,JP,EX,PT,In-person,DE,M
2022,Data Analyst,Analysis,us dolars,197506,197506.0,DE,EX,FL,In-person,US,M
2022,Statistician,Analysis ,EUR,105449,112830.43000000001,DE,SE,PT,In-person,DE,L
2022,Statistician,Analysis ,us dolars,111141,111141.0,IN,SE,PT,Hybrid,US,S
2021,Data Analyst,Analysis,us dolars,30557,30557.0,DE,EN,CT,In-person,MX,M
2020,Statistician,Analysis ,us dolars,137776,137776.0,JP,SE,FL,Hybrid,MX,S
2020,Deep Learning,DL/AI,JPY,167112,1570.8528000000001,JP,EN,FT,In-person,JP,S
2021,Data Engineer,Data Engineer,JPY,76652,697.5332000000001,DE,EN,FL,Remote,JP,S
2021,Statistician,Analysis ,us dolars,146048,146048.0,US,SE,PT,Hybrid,MX,S
2021,Machine Learning,ML/AI,us dolars,90941,90941.0,UK,MI,CT,Hybrid,MX,L
2021,Data Engineer,Data Engineer,GBP,117340,161929.19999999998,CN,EX,FT,Remote,UK,M
2022,Data Engineer,Data Engineer,GBP,104828,128938.44,JP,SE,PT,In-person,UK,S
2020,Statistician,Analysis ,us dolars,187182,187182.0,DE,EX,CT,Hybrid,MX,M
2022,Machine Learning,ML/AI,JPY,166421,1431.2206,CN,EN,PT,Hybrid,JP,M
2020,Statistician,Analysis ,GBP,191446,248879.80000000002,DE,EX,CT,In-person,UK,M
2020,Data Analyst,Analysis,us dolars,114545,114545.0,JP,SE,FL,Hybrid,MX,L
2021,Data Engineer,Data Engineer,us dolars,140623,140623.0,IN,SE,PT,In-person,US,S
2022,Statistician,Analysis ,us dolars,72591,72591.0,UK,MI,FL,Remote,US,S
2021,Data Engineer,Data Engineer,INR,161129,2159.1286,JP,EN,FL,In-person,IN,M
2022,AI Engineer,CV/AI,GBP,154007,189428.61,CN,EX,CT,In-person,UK,M
2020,Data Scientist,Data Science,GBP,123829,160977.7,DE,EX,FT,In-person,UK,L
2021,Statistician,Analysis ,INR,94578,1267.3452,IN,EN,FL,In-person,IN,L
2021,Statistician,Analysis ,EUR,138497,168966.34,MX,EX,PT,In-person,DE,M
2020,Data Engineer,Data Engineer,us dolars,180193,180193.0,JP,EX,PT,In-person,US,S
2020,AI Engineer,CV/AI,EUR,35493,41881.74,UK,EN,CT,Remote,DE,L
2020,Data Analyst,Analysis,us dolars,132181,132181.0,IN,SE,FL,Hybrid,CN,S
2021,Deep Learning,DL/AI,INR,97818,1310.7612000000001,CN,EN,FT,Hybrid,IN,L
2022,Statistician,Analysis ,us dolars,150196,150196.0,DE,EX,FT,In-person,CN,S
2021,Data Analyst,Analysis,us dolars,31431,31431.0,US,EN,PT,Remote,MX,M
2022,AI Engineer,CV/AI,us dolars,130079,130079.0,MX,SE,CT,Remote,CN,L
2021,Data Scientist,Data Science,GBP,172423,237943.74,MX,EX,FL,In-person,UK,M
2021,Data Engineer,Data Engineer,EUR,193555,236137.1,UK,EX,PT,In-person,DE,L
2020,Deep Learning,DL/AI,GBP,61195,79553.5,IN,MI,CT,Hybrid,UK,M
2022,Machine Learning,ML/AI,us dolars,183807,183807.0,JP,EX,FT,Hybrid,MX,L
2021,Data Scientist,Data Science,INR,45203,605.7202,JP,EN,PT,In-person,IN,S
2021,Statistician,Analysis ,JPY,33974,309.1634,IN,EN,CT,Remote,JP,S
2020,Data Engineer,Data Engineer,GBP,132769,172599.7,JP,EX,FT,In-person,UK,S
2020,Deep Learning,DL/AI,us dolars,115222,115222.0,MX,SE,CT,Remote,CN,S
2022,Data Analyst,Analysis,us dolars,42636,42636.0,MX,EN,PT,In-person,MX,L
2021,AI Engineer,CV/AI,us dolars,65070,65070.0,MX,MI,FL,In-person,CN,S
